num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123766108859,174.14,03/12/2022,DM15Final,61f8b1756f4f000063005efe,0,True,
2,982 123766108859,224.48,04/12/2022,DM15Final,61f8b1756f4f000063005efe,50.34,True,
3,982 123766108859,111.78,05/10/2022,DM15Final,61f8b1756f4f000063005efe,-112.69999999999999,False,
4,982 123766108859,225.04,06/12/2022,DM15Final,61f8b1756f4f000063005efe,113.25999999999999,False,
5,982 123766108859,214.17,07/10/2022,DM15Final,61f8b1756f4f000063005efe,-10.870000000000005,True,
6,982 123766108859,145.37,08/23/2022,DM15Final,61f8b1756f4f000063005efe,-68.79999999999998,False,
7,982 123766108859,177.65,08/24/2022,DM15Final,61f8b1756f4f000063005efe,32.28,True,
8,982 123766108859,109.87,08/28/2022,DM15Final,61f8b1756f4f000063005efe,-67.78,False,
9,982 123766108859,189.95,09/08/2022,DM15Final,61f8b1756f4f000063005efe,80.07999999999998,False,
10,982 123766108859,148.48,09/24/2022,DM15Final,61f8b1756f4f000063005efe,-41.47,True,
11,982 123766108859,143.9,09/28/2022,DM15Final,61f8b1756f4f000063005efe,-4.579999999999984,True,
12,982 123766108859,175.65,09/30/2022,DM15Final,61f8b1756f4f000063005efe,31.75,True,
13,982 123766108859,252.8,10/15/2022,DM15Final,61f8b1756f4f000063005efe,77.15,False,
14,982 123766108859,220.41,10/17/2022,DM15Final,61f8b1756f4f000063005efe,-32.390000000000015,True,
15,982 123766108859,212.41,10/21/2022,DM15Final,61f8b1756f4f000063005efe,-8.0,True,
16,982 123766108859,215.9,10/31/2022,DM15Final,61f8b1756f4f000063005efe,3.490000000000009,True,
17,982 123766108859,189.3,12/08/2022,DM15Final,61f8b1756f4f000063005efe,-26.599999999999994,True,
18,982 123766108859,267.51,12/20/2022,DM15Final,61f8b1756f4f000063005efe,78.20999999999998,False,
19,982 123766108859,173.65,01/16/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-93.85999999999999,False,
20,982 123766108859,155.96,01/17/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-17.689999999999998,True,
21,982 123766108859,260.44,03/13/2023,DM13BelKraatz,61f8b1756f4f000063005efe,104.47999999999999,False,
22,982 123766108859,260,03/14/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-0.4399999999999977,True,
23,982 123766108859,253.05,03/14/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-6.949999999999989,True,
24,982 123766108859,266.42,03/15/2023,DM13BelKraatz,61f8b1756f4f000063005efe,13.370000000000005,True,
25,982 123766108859,263.08,03/16/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-3.340000000000032,True,
26,982 123766108859,258.58,07/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-4.5,True,
27,982 123766108859,264.71,08/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,6.1299999999999955,True,
28,982 123766108859,132.94,09/02/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-131.76999999999998,False,
29,982 123766108859,331.54,09/02/2023,DM13BelKraatz,61f8b1756f4f000063005efe,198.60000000000002,False,
30,982 123766108859,259.57,09/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-71.97000000000003,False,
31,982 123766108859,270.52,09/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,10.949999999999989,True,
32,982 123766108859,256.46,10/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-14.060000000000002,True,
33,982 123766108859,258.63,11/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,2.170000000000016,True,
34,982 123766108859,258.62,12/03/2023,DM13BelKraatz,61f8b1756f4f000063005efe,-0.009999999999990905,True,
