num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123766109104,230.75,02/20/2022,15.Bel,61a8094d6d1a0000770060fb,0,True,
2,982 123766109104,112.56,02/20/2022,15.Bel,61a8094d6d1a0000770060fb,-118.19,False,
3,982 123766109104,104.39,02/21/2022,15.Bel,61a8094d6d1a0000770060fb,-8.170000000000002,True,
4,982 123766109104,121.54,02/22/2022,15.Bel,61a8094d6d1a0000770060fb,17.150000000000006,True,
5,982 123766109104,256.55,03/10/2022,DM15Final,61a8094d6d1a0000770060fb,135.01,False,
6,982 123766109104,107.74,04/10/2022,DM15Final,61a8094d6d1a0000770060fb,-148.81,False,
7,982 123766109104,236.53,05/08/2022,DM15Final,61a8094d6d1a0000770060fb,128.79000000000002,False,
8,982 123766109104,258.83,05/10/2022,DM15Final,61a8094d6d1a0000770060fb,22.299999999999983,True,
9,982 123766109104,255.06,06/10/2022,DM15Final,61a8094d6d1a0000770060fb,-3.769999999999982,True,
10,982 123766109104,255.35,06/10/2022,DM15Final,61a8094d6d1a0000770060fb,0.28999999999999204,True,
11,982 123766109104,257.57,07/10/2022,DM15Final,61a8094d6d1a0000770060fb,2.219999999999999,True,
12,982 123766109104,252.87,07/10/2022,DM15Final,61a8094d6d1a0000770060fb,-4.699999999999989,True,
13,982 123766109104,123.61,07/12/2022,DM15Final,61a8094d6d1a0000770060fb,-129.26,False,
14,982 123766109104,238.79,08/08/2022,DM15Final,61a8094d6d1a0000770060fb,115.17999999999999,False,
15,982 123766109104,245.4,08/22/2022,DM15Final,61a8094d6d1a0000770060fb,6.610000000000014,True,
16,982 123766109104,178.43,08/24/2022,DM15Final,61a8094d6d1a0000770060fb,-66.97,True,
17,982 123766109104,286.02,08/24/2022,DM15Final,61a8094d6d1a0000770060fb,107.58999999999997,False,
18,982 123766109104,102.07,08/25/2022,DM15Final,61a8094d6d1a0000770060fb,-183.95,False,
19,982 123766109104,140.22,08/26/2022,DM15Final,61a8094d6d1a0000770060fb,38.150000000000006,True,
20,982 123766109104,242.63,08/28/2022,DM15Final,61a8094d6d1a0000770060fb,102.41,False,
21,982 123766109104,90.7,08/28/2022,DM15Final,61a8094d6d1a0000770060fb,-151.93,False,
22,982 123766109104,250.11,08/31/2022,DM15Final,61a8094d6d1a0000770060fb,159.41000000000003,False,
23,982 123766109104,240.96,09/08/2022,DM15Final,61a8094d6d1a0000770060fb,-9.150000000000006,True,
24,982 123766109104,128.54,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,-112.42000000000002,False,
25,982 123766109104,333.23,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,204.69000000000003,False,
26,982 123766109104,332.78,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,-0.4500000000000455,True,
27,982 123766109104,332.66,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,-0.1199999999999477,True,
28,982 123766109104,342.11,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,9.449999999999989,True,
29,982 123766109104,181.12,09/10/2022,DM15Final,61a8094d6d1a0000770060fb,-160.99,False,
30,982 123766109104,169.36,09/19/2022,DM15Final,61a8094d6d1a0000770060fb,-11.759999999999991,True,
31,982 123766109104,160.44,09/20/2022,DM15Final,61a8094d6d1a0000770060fb,-8.920000000000016,True,
32,982 123766109104,119.74,09/20/2022,DM15Final,61a8094d6d1a0000770060fb,-40.7,True,
33,982 123766109104,251.11,09/21/2022,DM15Final,61a8094d6d1a0000770060fb,131.37,False,
34,982 123766109104,302.42,09/22/2022,DM15Final,61a8094d6d1a0000770060fb,51.31,True,
35,982 123766109104,236.09,09/24/2022,DM15Final,61a8094d6d1a0000770060fb,-66.33000000000001,True,
36,982 123766109104,132.75,09/25/2022,DM15Final,61a8094d6d1a0000770060fb,-103.34,False,
37,982 123766109104,198.66,09/26/2022,DM15Final,61a8094d6d1a0000770060fb,65.91,True,
38,982 123766109104,124.12,09/27/2022,DM15Final,61a8094d6d1a0000770060fb,-74.53999999999999,True,
39,982 123766109104,183.97,09/27/2022,DM15Final,61a8094d6d1a0000770060fb,59.849999999999994,True,
40,982 123766109104,228.92,10/08/2022,DM15Final,61a8094d6d1a0000770060fb,44.94999999999999,True,
41,982 123766109104,260.67,10/13/2022,DM15Final,61a8094d6d1a0000770060fb,31.75000000000003,True,
42,982 123766109104,252.82,10/15/2022,DM15Final,61a8094d6d1a0000770060fb,-7.850000000000023,True,
43,982 123766109104,215.89,10/17/2022,DM15Final,61a8094d6d1a0000770060fb,-36.93000000000001,True,
44,982 123766109104,255.77,10/21/2022,DM15Final,61a8094d6d1a0000770060fb,39.880000000000024,True,
45,982 123766109104,238.96,10/23/2022,DM15Final,61a8094d6d1a0000770060fb,-16.810000000000002,True,
46,982 123766109104,114.87,10/27/2022,DM15Final,61a8094d6d1a0000770060fb,-124.09,False,
47,982 123766109104,200.84,11/16/2022,DM15Final,61a8094d6d1a0000770060fb,85.97,True,
48,982 123766109104,87.86,12/10/2022,DM15Final,61a8094d6d1a0000770060fb,-112.98,False,
49,982 123766109104,259.29,12/10/2022,DM15Final,61a8094d6d1a0000770060fb,171.43,False,
50,982 123766109104,278.45,12/15/2022,DM15Final,61a8094d6d1a0000770060fb,19.159999999999968,True,
51,982 123766109104,274.05,12/18/2022,DM15Final,61a8094d6d1a0000770060fb,-4.399999999999977,True,
