num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123766108978,145.36,06/12/2022,DM15Final,63bf93912c3e71ff7b0164a8,0,True,
2,982 123766108978,235.33,09/21/2022,DM15Final,63bf93912c3e71ff7b0164a8,89.97,False,
3,982 123766108978,125.74,10/15/2022,DM15Final,63bf93912c3e71ff7b0164a8,-109.59000000000002,False,
4,982 123766108978,122.06,10/30/2022,DM15Final,63bf93912c3e71ff7b0164a8,-3.6799999999999926,True,
5,982 123766108978,108.75,11/08/2022,DM15Final,NA,-13.310000000000002,True,
6,982 123766108978,200.98,11/16/2022,DM15Final,63bf93912c3e71ff7b0164a8,92.22999999999999,False,
