num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123736288258,120.6,07/12/2020,Kraatz,5e17abb7d57900002200154a,0,True,
2,982 123736288258,80.99,07/12/2020,Kraatz,5e17abb7d57900002200154a,-39.61,True,
3,982 123736288258,282.31,07/12/2020,Kraatz,5e17abb7d57900002200154a,201.32,False,
4,982 123736288258,266.62,07/12/2020,Kraatz,5e17abb7d57900002200154a,-15.689999999999998,True,
5,982 123736288258,151.78,07/12/2020,Kraatz,5e17abb7d57900002200154a,-114.84,False,
6,982 123736288258,391.38,09/12/2020,Kraatz,5e17abb7d57900002200154a,239.6,False,
7,982 123736288258,328.72,09/12/2020,Kraatz,5e17abb7d57900002200154a,-62.65999999999997,True,
8,982 123736288258,140.55,09/12/2020,Kraatz,5e17abb7d57900002200154a,-188.17000000000002,False,
9,982 123736288258,132.57,09/12/2020,Kraatz,5e17abb7d57900002200154a,-7.980000000000018,True,
10,982 123736288258,131.38,09/12/2020,Kraatz,5e17abb7d57900002200154a,-1.1899999999999977,True,
11,982 123736288258,430.6,09/12/2020,Kraatz,5e17abb7d57900002200154a,299.22,False,
12,982 123736288258,142.19,09/12/2020,Kraatz,5e17abb7d57900002200154a,-288.41,False,
13,982 123736288258,353.76,09/12/2020,Kraatz,5e17abb7d57900002200154a,211.57,False,
14,982 123736288258,174.94,09/12/2020,Kraatz,5e17abb7d57900002200154a,-178.82,False,
15,982 123736288258,251.12,09/12/2020,Kraatz,5e17abb7d57900002200154a,76.18,True,
16,982 123736288258,289.41,09/12/2020,Kraatz,5e17abb7d57900002200154a,38.29000000000002,True,
17,982 123736288258,264.88,09/12/2020,Kraatz,5e17abb7d57900002200154a,-24.53000000000003,True,
18,982 123736288258,361.69,10/12/2020,Kraatz,5e17abb7d57900002200154a,96.81,True,
19,982 123736288258,268.85,10/12/2020,Kraatz,5e17abb7d57900002200154a,-92.83999999999997,True,
20,982 123736288258,186.35,10/12/2020,Kraatz,5e17abb7d57900002200154a,-82.50000000000003,True,
21,982 123736288258,143.8,10/12/2020,Kraatz,5e17abb7d57900002200154a,-42.54999999999998,True,
22,982 123736288258,268.9,10/12/2020,Kraatz,5e17abb7d57900002200154a,125.09999999999997,False,
23,982 123736288258,264.91,10/12/2020,Kraatz,5e17abb7d57900002200154a,-3.9899999999999523,True,
24,982 123736288258,276.71,10/12/2020,Kraatz,5e17abb7d57900002200154a,11.799999999999955,True,
25,982 123736288258,265.23,10/12/2020,Kraatz,5e17abb7d57900002200154a,-11.479999999999961,True,
26,982 123736288258,399.58,10/12/2020,Kraatz,5e17abb7d57900002200154a,134.34999999999997,False,
27,982 123736288258,261.07,11/12/2020,Kraatz,5e17abb7d57900002200154a,-138.51,False,
28,982 123736288258,272.13,11/12/2020,Kraatz,5e17abb7d57900002200154a,11.060000000000002,True,
29,982 123736288258,270.98,11/12/2020,Kraatz,5e17abb7d57900002200154a,-1.1499999999999773,True,
30,982 123736288258,271.13,11/12/2020,Kraatz,5e17abb7d57900002200154a,0.14999999999997726,True,
31,982 123736288258,273.52,11/12/2020,Kraatz,5e17abb7d57900002200154a,2.3899999999999864,True,
32,982 123736288258,275.82,11/12/2020,Kraatz,5e17abb7d57900002200154a,2.3000000000000114,True,
33,982 123736288258,276.83,11/12/2020,Kraatz,5e17abb7d57900002200154a,1.009999999999991,True,
34,982 123736288258,270.6,11/12/2020,Kraatz,5e17abb7d57900002200154a,-6.229999999999961,True,
35,982 123736288258,118.88,11/18/2020,Kraatz,5e17abb7d57900002200154a,-151.72000000000003,False,
36,982 123736288258,117.87,11/18/2020,Kraatz,5e17abb7d57900002200154a,-1.009999999999991,True,
37,982 123736288258,111.43,11/24/2020,Kraatz,5e17abb7d57900002200154a,-6.439999999999998,True,
38,982 123736288258,375.9,11/28/2020,Kraatz,5e17abb7d57900002200154a,264.46999999999997,False,
39,982 123736288258,286.86,11/28/2020,Kraatz,5e17abb7d57900002200154a,-89.03999999999996,True,
40,982 123736288258,216.59,11/28/2020,Kraatz,5e17abb7d57900002200154a,-70.27000000000001,True,
41,982 123736288258,284.39,11/28/2020,Kraatz,5e17abb7d57900002200154a,67.79999999999998,True,
42,982 123736288258,247.11,12/12/2020,Kraatz,5e17abb7d57900002200154a,-37.27999999999997,True,
43,982 123736288258,276.39,12/12/2020,Kraatz,5e17abb7d57900002200154a,29.279999999999973,True,
44,982 123736288258,405.81,12/12/2020,Kraatz,5e17abb7d57900002200154a,129.42000000000002,False,
45,982 123736288258,291.62,12/12/2020,Kraatz,5e17abb7d57900002200154a,-114.19,False,
46,982 123736288258,411.56,12/12/2020,Kraatz,5e17abb7d57900002200154a,119.94,False,
47,982 123736288258,274.91,12/12/2020,Kraatz,5e17abb7d57900002200154a,-136.64999999999998,False,
48,982 123736288258,284.34,12/12/2020,Kraatz,5e17abb7d57900002200154a,9.42999999999995,True,
49,982 123736288258,268.79,12/12/2020,Kraatz,5e17abb7d57900002200154a,-15.549999999999955,True,
50,982 123736288258,138.48,12/12/2020,Kraatz,5e17abb7d57900002200154a,-130.31000000000003,False,
51,982 123736288258,246.24,12/14/2020,Kraatz,5e17abb7d57900002200154a,107.76000000000002,True,
52,982 123736288258,257.6,12/14/2020,Kraatz,5e17abb7d57900002200154a,11.360000000000014,True,
53,982 123736288258,396.56,12/14/2020,Kraatz,5e17abb7d57900002200154a,138.95999999999998,False,
54,982 123736288258,326.17,12/14/2020,Kraatz,5e17abb7d57900002200154a,-70.38999999999999,True,
55,982 123736288258,153.24,12/14/2020,Kraatz,5e17abb7d57900002200154a,-172.93,False,
56,982 123736288258,265.98,12/14/2020,Kraatz,5e17abb7d57900002200154a,112.74000000000001,False,
57,982 123736288258,270.45,12/14/2020,Kraatz,5e17abb7d57900002200154a,4.46999999999997,True,
