num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123766109341,117.3,10/31/2022,07.Bel,63bd3f575bf6a8a06901164e,0,True,
2,982 123766109341,112.07,12/16/2022,DM12Final,63bd3f575bf6a8a06901164e,-5.230000000000004,True,
3,982 123766109341,132.85,12/16/2022,DM12Final,63bd3f575bf6a8a06901164e,20.78,True,
4,982 123766109341,164.32,12/18/2022,DM12Final,63bd3f575bf6a8a06901164e,31.47,True,
5,982 123766109341,117.58,12/18/2022,DM12Final,63bd3f575bf6a8a06901164e,-46.739999999999995,True,
6,982 123766109341,114,12/19/2022,DM12Final,63bd3f575bf6a8a06901164e,-3.5799999999999983,True,
7,982 123766109341,108.4,12/19/2022,DM12Final,63bd3f575bf6a8a06901164e,-5.599999999999994,True,
8,982 123766109341,102.26,12/20/2022,DM12Final,63bd3f575bf6a8a06901164e,-6.140000000000001,True,
9,982 123766109341,107.31,12/20/2022,DM12Final,63bd3f575bf6a8a06901164e,5.049999999999997,True,
10,982 123766109341,108.27,12/21/2022,DM12Final,63bd3f575bf6a8a06901164e,0.9599999999999937,True,
11,982 123766109341,126.29,12/21/2022,DM12Final,63bd3f575bf6a8a06901164e,18.02000000000001,True,
12,982 123766109341,75.33,12/22/2022,DM12Final,63bd3f575bf6a8a06901164e,-50.96000000000001,True,
13,982 123766109341,132.52,12/23/2022,DM12Final,63bd3f575bf6a8a06901164e,57.19000000000001,True,
14,982 123766109341,0,12/23/2022,DM12Final,63bd3f575bf6a8a06901164e,-132.52,True,
15,982 123766109341,0,12/24/2022,DM12Final,63bd3f575bf6a8a06901164e,0.0,True,
16,982 123766109341,115.7,12/24/2022,DM12Final,63bd3f575bf6a8a06901164e,115.7,True,
17,982 123766109341,129.4,12/26/2022,DM12Final,63bd3f575bf6a8a06901164e,13.700000000000003,True,
18,982 123766109341,132.49,12/26/2022,DM12Final,63bd3f575bf6a8a06901164e,3.0900000000000034,True,
19,982 123766109341,63,12/27/2022,DM12Final,63bd3f575bf6a8a06901164e,-69.49000000000001,True,
20,982 123766109341,121.93,12/27/2022,DM12Final,63bd3f575bf6a8a06901164e,58.93000000000001,True,
21,982 123766109341,947.58,12/28/2022,DM12Final,63bd3f575bf6a8a06901164e,825.6500000000001,False,
22,982 123766109341,0,12/28/2022,DM12Final,63bd3f575bf6a8a06901164e,-947.58,False,
23,982 123766109341,455.15,12/29/2022,DM12Final,63bd3f575bf6a8a06901164e,455.15,False,
24,982 123766109341,55.58,12/29/2022,DM12Final,63bd3f575bf6a8a06901164e,-399.57,False,
25,982 123766109341,129.37,12/31/2022,DM12Final,63bd3f575bf6a8a06901164e,73.79,True,
26,982 123766109341,111.85,12/31/2022,DM12Final,63bd3f575bf6a8a06901164e,-17.52000000000001,True,
27,982 123766109341,533,12/31/2022,DM12Final,63bd3f575bf6a8a06901164e,421.15,False,
28,982 123766109341,141.07,01/01/2023,DM12Final,63bd3f575bf6a8a06901164e,-391.93,False,
29,982 123766109341,111.5,02/01/2023,DM12Final,63bd3f575bf6a8a06901164e,-29.569999999999993,True,
