num,RFID,Weight,Date,Location,cattle_id,prev_diff,within_standard_dev,padding_remove
1,982 123766108873,218.83,01/10/2022,DM15Final,63b61500b225d993430cc1ce,0,True,
2,982 123766108873,372.78,02/10/2022,DM15Final,63b61500b225d993430cc1ce,153.94999999999996,False,
3,982 123766108873,209.23,02/10/2022,DM15Final,63b61500b225d993430cc1ce,-163.54999999999998,False,
4,982 123766108873,217.53,03/10/2022,DM15Final,63b61500b225d993430cc1ce,8.300000000000011,True,
5,982 123766108873,369.34,03/12/2022,DM15Final,63b61500b225d993430cc1ce,151.80999999999997,False,
6,982 123766108873,282.79,04/10/2022,DM15Final,63b61500b225d993430cc1ce,-86.54999999999995,False,
7,982 123766108873,118.67,04/10/2022,DM15Final,63b61500b225d993430cc1ce,-164.12,False,
8,982 123766108873,126.4,05/10/2022,DM15Final,63b61500b225d993430cc1ce,7.730000000000004,True,
9,982 123766108873,255.35,06/10/2022,DM15Final,63b61500b225d993430cc1ce,128.95,False,
10,982 123766108873,351.23,06/12/2022,DM15Final,63b61500b225d993430cc1ce,95.88000000000002,False,
11,982 123766108873,358.08,07/10/2022,DM15Final,63b61500b225d993430cc1ce,6.849999999999966,True,
12,982 123766108873,296.62,07/11/2022,DM15Final,63b61500b225d993430cc1ce,-61.45999999999998,True,
13,982 123766108873,126.4,08/10/2022,DM15Final,63b61500b225d993430cc1ce,-170.22,False,
14,982 123766108873,172.94,09/19/2022,DM15Final,63b61500b225d993430cc1ce,46.53999999999999,True,
15,982 123766108873,371.3,09/20/2022,DM15Final,63b61500b225d993430cc1ce,198.36,False,
16,982 123766108873,271.84,09/21/2022,DM15Final,63b61500b225d993430cc1ce,-99.46000000000004,False,
17,982 123766108873,386.33,09/22/2022,DM15Final,63b61500b225d993430cc1ce,114.49000000000001,False,
18,982 123766108873,220.48,09/24/2022,DM15Final,63b61500b225d993430cc1ce,-165.85,False,
19,982 123766108873,134.14,09/25/2022,DM15Final,63b61500b225d993430cc1ce,-86.34,False,
20,982 123766108873,336.9,09/26/2022,DM15Final,63b61500b225d993430cc1ce,202.76,False,
21,982 123766108873,216.69,09/26/2022,DM15Final,63b61500b225d993430cc1ce,-120.20999999999998,False,
22,982 123766108873,300.81,09/27/2022,DM15Final,63b61500b225d993430cc1ce,84.12,False,
23,982 123766108873,115.28,09/28/2022,DM15Final,63b61500b225d993430cc1ce,-185.53,False,
24,982 123766108873,227.02,09/30/2022,DM15Final,63b61500b225d993430cc1ce,111.74000000000001,False,
25,982 123766108873,225.67,10/13/2022,DM15Final,63b61500b225d993430cc1ce,-1.3500000000000227,True,
26,982 123766108873,228.81,10/14/2022,DM15Final,63b61500b225d993430cc1ce,3.140000000000015,True,
27,982 123766108873,194.41,10/14/2022,DM15Final,63b61500b225d993430cc1ce,-34.400000000000006,True,
28,982 123766108873,252.86,10/15/2022,DM15Final,63b61500b225d993430cc1ce,58.45000000000002,True,
29,982 123766108873,82.12,10/16/2022,DM15Final,63b61500b225d993430cc1ce,-170.74,False,
30,982 123766108873,387.09,10/17/2022,DM15Final,63b61500b225d993430cc1ce,304.96999999999997,False,
31,982 123766108873,126.53,10/21/2022,DM15Final,63b61500b225d993430cc1ce,-260.55999999999995,False,
32,982 123766108873,213.93,10/21/2022,DM15Final,63b61500b225d993430cc1ce,87.4,False,
33,982 123766108873,222.77,10/22/2022,DM15Final,63b61500b225d993430cc1ce,8.840000000000003,True,
34,982 123766108873,236.06,10/26/2022,DM15Final,63b61500b225d993430cc1ce,13.289999999999992,True,
35,982 123766108873,216.7,10/26/2022,DM15Final,63b61500b225d993430cc1ce,-19.360000000000014,True,
36,982 123766108873,307.46,11/10/2022,DM15Final,63b61500b225d993430cc1ce,90.75999999999999,False,
37,982 123766108873,227.75,11/12/2022,DM15Final,63b61500b225d993430cc1ce,-79.70999999999998,True,
38,982 123766108873,225.61,11/12/2022,DM15Final,63b61500b225d993430cc1ce,-2.1399999999999864,True,
39,982 123766108873,240.46,11/28/2022,DM15Final,63b61500b225d993430cc1ce,14.849999999999994,True,
40,982 123766108873,240.67,11/28/2022,DM15Final,63b61500b225d993430cc1ce,0.20999999999997954,True,
41,982 123766108873,222.46,12/10/2022,DM15Final,63b61500b225d993430cc1ce,-18.20999999999998,True,
42,982 123766108873,237.29,12/12/2022,DM15Final,63b61500b225d993430cc1ce,14.829999999999984,True,
43,982 123766108873,412.43,12/12/2022,DM15Final,63b61500b225d993430cc1ce,175.14000000000001,False,
44,982 123766108873,295.35,12/14/2022,DM15Final,63b61500b225d993430cc1ce,-117.07999999999998,False,
45,982 123766108873,224.58,12/15/2022,DM15Final,63b61500b225d993430cc1ce,-70.77000000000001,True,
46,982 123766108873,171.53,12/24/2022,DM15Final,63b61500b225d993430cc1ce,-53.05000000000001,True,
47,982 123766108873,243.79,12/30/2022,DM13BelKraatz,63b61500b225d993430cc1ce,72.25999999999999,True,
48,982 123766108873,450.81,01/01/2023,DM15Final,63b61500b225d993430cc1ce,207.02,False,
