,RFID,Weight,Date,Location,cattle_id
1,982 123724743222,265.47,17-11-20,Kraatz,5dcc94d6803d000085003120
2,982 123724743222,266.07,20-11-20,Kraatz,5dcc94d6803d000085003120
3,982 123724743222,293.69,23-11-20,Kraatz,5dcc94d6803d000085003120
4,982 123724743222,222.75,02-12-20,Kraatz,5dcc94d6803d000085003120
5,982 123724743222,284.12,06-12-20,Kraatz,5dcc94d6803d000085003120
6,982 123724743222,286.95,05-12-20,Kraatz,5dcc94d6803d000085003120
7,982 123724743222,555.44,07-12-20,Kraatz,5dcc94d6803d000085003120
8,982 123724743222,594.26,07-12-20,Kraatz,5dcc94d6803d000085003120
9,982 123724743222,601.57,07-12-20,Kraatz,5dcc94d6803d000085003120
10,982 123724743222,474.93,07-12-20,Kraatz,5dcc94d6803d000085003120
11,982 123724743222,267.63,09-12-20,Kraatz,5dcc94d6803d000085003120
12,982 123724743222,279.87,09-12-20,Kraatz,5dcc94d6803d000085003120
13,982 123724743222,281.48,11-12-20,Kraatz,5dcc94d6803d000085003120
14,982 123724743222,278.9,12-12-20,Kraatz,5dcc94d6803d000085003120
15,982 123724743222,290.28,12-12-20,Kraatz,5dcc94d6803d000085003120
16,982 123724743222,135.47,12-12-20,Kraatz,5dcc94d6803d000085003120
17,982 123724743222,269.38,14-12-20,Kraatz,5dcc94d6803d000085003120
18,982 123724743222,258.75,15-12-20,Kraatz,5dcc94d6803d000085003120
19,982 123724743222,233.53,16-12-20,Kraatz,5dcc94d6803d000085003120
20,982 123724743222,263.44,17-12-20,Kraatz,5dcc94d6803d000085003120
21,982 123724743222,259.68,18-12-20,Kraatz,5dcc94d6803d000085003120
22,982 123724743222,262.64,19-12-20,Kraatz,5dcc94d6803d000085003120
23,982 123724743222,262.45,19-12-20,Kraatz,5dcc94d6803d000085003120
24,982 123724743222,270.68,19-12-20,Kraatz,5dcc94d6803d000085003120
25,982 123724743222,257.2,20-12-20,Kraatz,5dcc94d6803d000085003120
26,982 123724743222,128.6,20-12-20,Kraatz,5dcc94d6803d000085003120
27,982 123724743222,136.77,20-12-20,Kraatz,5dcc94d6803d000085003120
28,982 123724743222,136.2,20-12-20,Kraatz,5dcc94d6803d000085003120
29,982 123724743222,265.66,21-12-20,Kraatz,5dcc94d6803d000085003120
30,982 123724743222,268.34,21-12-20,Kraatz,5dcc94d6803d000085003120
31,982 123724743222,0,22-12-20,Kraatz,5dcc94d6803d000085003120
32,982 123724743222,262.83,23-12-20,Kraatz,5dcc94d6803d000085003120
33,982 123724743222,292.68,23-12-20,Kraatz,5dcc94d6803d000085003120
34,982 123724743222,309.99,23-12-20,Kraatz,5dcc94d6803d000085003120
35,982 123724743222,177.38,23-12-20,Kraatz,5dcc94d6803d000085003120
36,982 123724743222,279.06,24-12-20,Kraatz,5dcc94d6803d000085003120
37,982 123724743222,162.03,24-12-20,Kraatz,5dcc94d6803d000085003120
38,982 123724743222,453.07,25-12-20,Kraatz,5dcc94d6803d000085003120
39,982 123724743222,272.23,25-12-20,Kraatz,5dcc94d6803d000085003120
40,982 123724743222,274.7,25-12-20,Kraatz,5dcc94d6803d000085003120
41,982 123724743222,487.32,26-12-20,Kraatz,5dcc94d6803d000085003120
42,982 123724743222,266.26,27-12-20,Kraatz,5dcc94d6803d000085003120
43,982 123724743222,266.43,27-12-20,Kraatz,5dcc94d6803d000085003120
44,982 123724743222,270.21,28-12-20,Kraatz,5dcc94d6803d000085003120
45,982 123724743222,276.08,28-12-20,Kraatz,5dcc94d6803d000085003120
46,982 123724743222,276.08,28-12-20,Kraatz,5dcc94d6803d000085003120
47,982 123724743222,240.78,29-12-20,Kraatz,5dcc94d6803d000085003120
48,982 123724743222,294.04,31-12-20,Kraatz,5dcc94d6803d000085003120
49,982 123724743222,396.05,01-01-21,Kraatz,5dcc94d6803d000085003120
50,982 123724743222,368.19,01-01-21,Kraatz,5dcc94d6803d000085003120
51,982 123724743222,411.39,01-01-21,Kraatz,5dcc94d6803d000085003120
52,982 123724743222,245.19,02-01-21,Kraatz,5dcc94d6803d000085003120
53,982 123724743222,161.04,02-01-21,Kraatz,5dcc94d6803d000085003120
54,982 123724743222,359.93,02-01-21,Kraatz,5dcc94d6803d000085003120
55,982 123724743222,233.38,02-01-21,Kraatz,5dcc94d6803d000085003120
56,982 123724743222,346.92,02-01-21,Kraatz,5dcc94d6803d000085003120
57,982 123724743222,264.21,03-01-21,Kraatz,5dcc94d6803d000085003120
58,982 123724743222,257.64,03-01-21,Kraatz,5dcc94d6803d000085003120
59,982 123724743222,323.11,04-01-21,Kraatz,5dcc94d6803d000085003120
60,982 123724743222,240.97,04-01-21,Kraatz,5dcc94d6803d000085003120
61,982 123724743222,222.38,04-01-21,Kraatz,5dcc94d6803d000085003120
62,982 123724743222,227.24,04-01-21,Kraatz,5dcc94d6803d000085003120
63,982 123724743222,241.03,05-01-21,Kraatz,5dcc94d6803d000085003120
64,982 123724743222,242.69,06-01-21,Kraatz,5dcc94d6803d000085003120
65,982 123724743222,253.07,06-01-21,Kraatz,5dcc94d6803d000085003120
66,982 123724743222,366.64,07-01-21,Kraatz,5dcc94d6803d000085003120
67,982 123724743222,226.26,10-01-21,Kraatz,5dcc94d6803d000085003120
68,982 123724743222,157.98,11-01-21,Kraatz,5dcc94d6803d000085003120
69,982 123724743222,228.04,11-01-21,Kraatz,5dcc94d6803d000085003120
70,982 123724743222,235.42,12-01-21,Kraatz,5dcc94d6803d000085003120
71,982 123724743222,255.61,13-01-21,Kraatz,5dcc94d6803d000085003120
72,982 123724743222,246.63,14-01-21,Kraatz,5dcc94d6803d000085003120
73,982 123724743222,265.61,15-01-21,Kraatz,5dcc94d6803d000085003120
74,982 123724743222,260.85,16-01-21,Kraatz,5dcc94d6803d000085003120
75,982 123724743222,274.16,17-01-21,Kraatz,5dcc94d6803d000085003120
76,982 123724743222,262.78,17-01-21,Kraatz,5dcc94d6803d000085003120
77,982 123724743222,155.35,18-01-21,Kraatz,5dcc94d6803d000085003120
78,982 123724743222,263.83,17-01-21,Kraatz,5dcc94d6803d000085003120
79,982 123724743222,284.87,18-01-21,Kraatz,5dcc94d6803d000085003120
80,982 123724743222,276,18-01-21,Kraatz,5dcc94d6803d000085003120
81,982 123724743222,268.72,19-01-21,Kraatz,5dcc94d6803d000085003120
82,982 123724743222,298.33,19-01-21,Kraatz,5dcc94d6803d000085003120
83,982 123724743222,285.58,19-01-21,Kraatz,5dcc94d6803d000085003120
84,982 123724743222,265.17,20-01-21,Kraatz,5dcc94d6803d000085003120
85,982 123724743222,326.84,21-01-21,Kraatz,5dcc94d6803d000085003120
86,982 123724743222,277.11,22-01-21,Kraatz,5dcc94d6803d000085003120
87,982 123724743222,292.8,22-01-21,Kraatz,5dcc94d6803d000085003120
88,982 123724743222,173.2,22-01-21,Kraatz,5dcc94d6803d000085003120
89,982 123724743222,299.45,23-01-21,Kraatz,5dcc94d6803d000085003120
90,982 123724743222,284.49,24-01-21,Kraatz,5dcc94d6803d000085003120
91,982 123724743222,453.26,24-01-21,Kraatz,5dcc94d6803d000085003120
92,982 123724743222,297.15,25-01-21,Kraatz,5dcc94d6803d000085003120
93,982 123724743222,276.71,26-01-21,Kraatz,5dcc94d6803d000085003120
94,982 123724743222,280.77,27-01-21,Kraatz,5dcc94d6803d000085003120
95,982 123724743222,292.09,27-01-21,Kraatz,5dcc94d6803d000085003120
96,982 123724743222,432.88,27-01-21,Kraatz,5dcc94d6803d000085003120
97,982 123724743222,141.96,28-01-21,Kraatz,5dcc94d6803d000085003120
98,982 123724743222,318.53,06-09-22,07.Bel,5dcc94d6803d000085003120
99,982 123724743222,559.96,07-09-22,07.Bel,5dcc94d6803d000085003120
100,982 123724743222,577.1,08-09-22,07.Bel,5dcc94d6803d000085003120
101,982 123724743222,557.42,11-09-22,07.Bel,5dcc94d6803d000085003120
102,982 123724743222,570.33,11-09-22,07.Bel,5dcc94d6803d000085003120
103,982 123724743222,331.57,13-09-22,07.Bel,5dcc94d6803d000085003120
104,982 123724743222,573.03,13-09-22,07.Bel,5dcc94d6803d000085003120
105,982 123724743222,551.66,16-09-22,07.Bel,5dcc94d6803d000085003120
106,982 123724743222,568.48,18-09-22,07.Bel,5dcc94d6803d000085003120
107,982 123724743222,563.21,18-09-22,07.Bel,5dcc94d6803d000085003120
108,982 123724743222,566.66,19-09-22,07.Bel,5dcc94d6803d000085003120
109,982 123724743222,556.24,20-09-22,07.Bel,5dcc94d6803d000085003120
110,982 123724743222,556.39,21-09-22,07.Bel,5dcc94d6803d000085003120
111,982 123724743222,556.32,22-09-22,07.Bel,5dcc94d6803d000085003120
112,982 123724743222,562.61,22-09-22,07.Bel,5dcc94d6803d000085003120
113,982 123724743222,566.57,23-09-22,07.Bel,5dcc94d6803d000085003120
114,982 123724743222,550.72,24-09-22,07.Bel,5dcc94d6803d000085003120
115,982 123724743222,321.5,25-09-22,07.Bel,5dcc94d6803d000085003120
116,982 123724743222,561.94,26-09-22,07.Bel,5dcc94d6803d000085003120
117,982 123724743222,669.82,26-09-22,07.Bel,5dcc94d6803d000085003120
118,982 123724743222,570.81,27-09-22,07.Bel,5dcc94d6803d000085003120
119,982 123724743222,263.18,03-12-22,DM12Final,5dcc94d6803d000085003120
120,982 123724743222,461.62,03-12-22,DM12Final,5dcc94d6803d000085003120
121,982 123724743222,458.35,03-12-22,DM12Final,5dcc94d6803d000085003120
122,982 123724743222,476.89,03-12-22,DM12Final,5dcc94d6803d000085003120
123,982 123724743222,152.4,04-12-22,DM12Final,5dcc94d6803d000085003120
124,982 123724743222,160.27,04-12-22,DM12Final,5dcc94d6803d000085003120
125,982 123724743222,369.28,15-12-22,DM12Final,5dcc94d6803d000085003120
126,982 123724743222,489.1,16-12-22,DM12Final,5dcc94d6803d000085003120
127,982 123724743222,514.57,16-12-22,DM12Final,5dcc94d6803d000085003120
128,982 123724743222,516.75,16-12-22,DM12Final,5dcc94d6803d000085003120
129,982 123724743222,489.03,17-12-22,DM12Final,5dcc94d6803d000085003120
130,982 123724743222,483.57,18-12-22,DM12Final,5dcc94d6803d000085003120
131,982 123724743222,496.29,18-12-22,DM12Final,5dcc94d6803d000085003120
132,982 123724743222,483.55,19-12-22,DM12Final,5dcc94d6803d000085003120
133,982 123724743222,484.71,19-12-22,DM12Final,5dcc94d6803d000085003120
134,982 123724743222,499.13,19-12-22,DM12Final,5dcc94d6803d000085003120
135,982 123724743222,478,20-12-22,DM12Final,5dcc94d6803d000085003120
136,982 123724743222,508.48,20-12-22,DM12Final,5dcc94d6803d000085003120
137,982 123724743222,499.94,21-12-22,DM12Final,5dcc94d6803d000085003120
138,982 123724743222,483.58,21-12-22,DM12Final,5dcc94d6803d000085003120
139,982 123724743222,436.25,22-12-22,DM12Final,5dcc94d6803d000085003120
140,982 123724743222,459.93,22-12-22,DM12Final,5dcc94d6803d000085003120
141,982 123724743222,509.37,23-12-22,DM12Final,5dcc94d6803d000085003120
142,982 123724743222,506.68,23-12-22,DM12Final,5dcc94d6803d000085003120
143,982 123724743222,463.46,24-12-22,DM12Final,5dcc94d6803d000085003120
144,982 123724743222,462.84,25-12-22,DM12Final,5dcc94d6803d000085003120
145,982 123724743222,476.23,25-12-22,DM12Final,5dcc94d6803d000085003120
146,982 123724743222,486.75,26-12-22,DM12Final,5dcc94d6803d000085003120
147,982 123724743222,484.94,26-12-22,DM12Final,5dcc94d6803d000085003120
148,982 123724743222,507.93,26-12-22,DM12Final,5dcc94d6803d000085003120
149,982 123724743222,484.85,27-12-22,DM12Final,5dcc94d6803d000085003120
150,982 123724743222,485.73,27-12-22,DM12Final,5dcc94d6803d000085003120
151,982 123724743222,471,28-12-22,DM12Final,5dcc94d6803d000085003120
152,982 123724743222,505.2,28-12-22,DM12Final,5dcc94d6803d000085003120
153,982 123724743222,485.86,29-12-22,DM12Final,5dcc94d6803d000085003120
154,982 123724743222,474.28,29-12-22,DM12Final,5dcc94d6803d000085003120
155,982 123724743222,478.87,30-12-22,DM12Final,5dcc94d6803d000085003120
156,982 123724743222,472.1,30-12-22,DM12Final,5dcc94d6803d000085003120
157,982 123724743222,486.81,30-12-22,DM12Final,5dcc94d6803d000085003120
158,982 123724743222,488.57,31-12-22,DM12Final,5dcc94d6803d000085003120
159,982 123724743222,475.94,31-12-22,DM12Final,5dcc94d6803d000085003120
160,982 123724743222,484.71,31-12-22,DM12Final,5dcc94d6803d000085003120
161,982 123724743222,472.58,01-01-23,DM12Final,5dcc94d6803d000085003120
162,982 123724743222,492.32,01-01-23,DM12Final,5dcc94d6803d000085003120
163,982 123724743222,469.5,02-01-23,DM12Final,5dcc94d6803d000085003120
164,982 123724743222,0,02-01-23,DM12Final,5dcc94d6803d000085003120
165,982 123724743222,485.52,02-01-23,DM12Final,5dcc94d6803d000085003120
166,982 123724743222,514.51,09-01-23,DM12Final,5dcc94d6803d000085003120
167,982 123724743222,537.44,09-01-23,DM12Final,5dcc94d6803d000085003120
168,982 123724743222,516.94,10-01-23,DM12Final,5dcc94d6803d000085003120
169,982 123724743229,236.84,22-11-20,Kraatz,5dcc94d5803d00008500311f
170,982 123724743229,237.07,22-11-20,Kraatz,5dcc94d5803d00008500311f
171,982 123724743229,284.04,27-11-20,Kraatz,5dcc94d5803d00008500311f
172,982 123724743229,286.04,27-11-20,Kraatz,5dcc94d5803d00008500311f
173,982 123724743229,283.26,27-11-20,Kraatz,5dcc94d5803d00008500311f
174,982 123724743229,284.42,27-11-20,Kraatz,5dcc94d5803d00008500311f
175,982 123724743229,263.44,28-11-20,Kraatz,5dcc94d5803d00008500311f
176,982 123724743229,353.01,06-12-20,Kraatz,5dcc94d5803d00008500311f
177,982 123724743229,295.04,06-12-20,Kraatz,5dcc94d5803d00008500311f
178,982 123724743229,163.04,06-12-20,Kraatz,5dcc94d5803d00008500311f
179,982 123724743229,226.76,06-12-20,Kraatz,5dcc94d5803d00008500311f
180,982 123724743229,390.27,06-12-20,Kraatz,5dcc94d5803d00008500311f
181,982 123724743229,400.12,06-12-20,Kraatz,5dcc94d5803d00008500311f
182,982 123724743229,235.29,06-12-20,Kraatz,5dcc94d5803d00008500311f
183,982 123724743229,120.39,06-12-20,Kraatz,5dcc94d5803d00008500311f
184,982 123724743229,276.79,06-12-20,Kraatz,5dcc94d5803d00008500311f
185,982 123724743229,227.15,06-12-20,Kraatz,5dcc94d5803d00008500311f
186,982 123724743229,272.67,06-12-20,Kraatz,5dcc94d5803d00008500311f
187,982 123724743229,226.7,06-12-20,Kraatz,5dcc94d5803d00008500311f
188,982 123724743229,226.53,06-12-20,Kraatz,5dcc94d5803d00008500311f
189,982 123724743229,232.76,06-12-20,Kraatz,5dcc94d5803d00008500311f
190,982 123724743229,227.32,06-12-20,Kraatz,5dcc94d5803d00008500311f
191,982 123724743229,430.79,06-12-20,Kraatz,5dcc94d5803d00008500311f
192,982 123724743229,154.2,06-12-20,Kraatz,5dcc94d5803d00008500311f
193,982 123724743229,114.87,06-12-20,Kraatz,5dcc94d5803d00008500311f
194,982 123724743229,289.48,06-12-20,Kraatz,5dcc94d5803d00008500311f
195,982 123724743229,235.79,06-12-20,Kraatz,5dcc94d5803d00008500311f
196,982 123724743229,235,06-12-20,Kraatz,5dcc94d5803d00008500311f
197,982 123724743229,366.99,06-12-20,Kraatz,5dcc94d5803d00008500311f
198,982 123724743229,428.68,06-12-20,Kraatz,5dcc94d5803d00008500311f
199,982 123724743229,294.15,06-12-20,Kraatz,5dcc94d5803d00008500311f
200,982 123724743229,232.84,06-12-20,Kraatz,5dcc94d5803d00008500311f
201,982 123724743229,321.85,06-12-20,Kraatz,5dcc94d5803d00008500311f
202,982 123724743229,230.8,06-12-20,Kraatz,5dcc94d5803d00008500311f
203,982 123724743229,158.13,06-12-20,Kraatz,5dcc94d5803d00008500311f
204,982 123724743229,286.22,06-12-20,Kraatz,5dcc94d5803d00008500311f
205,982 123724743229,286.88,06-12-20,Kraatz,5dcc94d5803d00008500311f
206,982 123724743229,423.64,06-12-20,Kraatz,5dcc94d5803d00008500311f
207,982 123724743229,304.18,06-12-20,Kraatz,5dcc94d5803d00008500311f
208,982 123724743229,227,06-12-20,Kraatz,5dcc94d5803d00008500311f
209,982 123724743229,333.02,06-12-20,Kraatz,5dcc94d5803d00008500311f
210,982 123724743229,298.26,06-12-20,Kraatz,5dcc94d5803d00008500311f
211,982 123724743229,212.5,06-12-20,Kraatz,5dcc94d5803d00008500311f
212,982 123724743229,235.25,06-12-20,Kraatz,5dcc94d5803d00008500311f
213,982 123724743229,333.15,06-12-20,Kraatz,5dcc94d5803d00008500311f
214,982 123724743229,234.06,06-12-20,Kraatz,5dcc94d5803d00008500311f
215,982 123724743229,137.69,06-12-20,Kraatz,5dcc94d5803d00008500311f
216,982 123724743229,223.27,06-12-20,Kraatz,5dcc94d5803d00008500311f
217,982 123724743229,146.34,06-12-20,Kraatz,5dcc94d5803d00008500311f
218,982 123724743229,213.78,06-12-20,Kraatz,5dcc94d5803d00008500311f
219,982 123724743229,264.97,06-12-20,Kraatz,5dcc94d5803d00008500311f
220,982 123724743229,215.07,06-12-20,Kraatz,5dcc94d5803d00008500311f
221,982 123724743229,420.69,06-12-20,Kraatz,5dcc94d5803d00008500311f
222,982 123724743229,376.7,06-12-20,Kraatz,5dcc94d5803d00008500311f
223,982 123724743229,287.79,06-12-20,Kraatz,5dcc94d5803d00008500311f
224,982 123724743229,300.72,06-12-20,Kraatz,5dcc94d5803d00008500311f
225,982 123724743229,226.52,06-12-20,Kraatz,5dcc94d5803d00008500311f
226,982 123724743229,145.75,06-12-20,Kraatz,5dcc94d5803d00008500311f
227,982 123724743229,235.23,06-12-20,Kraatz,5dcc94d5803d00008500311f
228,982 123724743229,217.91,06-12-20,Kraatz,5dcc94d5803d00008500311f
229,982 123724743229,149.12,06-12-20,Kraatz,5dcc94d5803d00008500311f
230,982 123724743229,123.07,06-12-20,Kraatz,5dcc94d5803d00008500311f
231,982 123724743229,332.1,06-12-20,Kraatz,5dcc94d5803d00008500311f
232,982 123724743229,392.97,06-12-20,Kraatz,5dcc94d5803d00008500311f
233,982 123724743229,390.76,06-12-20,Kraatz,5dcc94d5803d00008500311f
234,982 123724743229,145.81,06-12-20,Kraatz,5dcc94d5803d00008500311f
235,982 123724743229,217.93,06-12-20,Kraatz,5dcc94d5803d00008500311f
236,982 123724743229,325.65,06-12-20,Kraatz,5dcc94d5803d00008500311f
237,982 123724743229,304.32,06-12-20,Kraatz,5dcc94d5803d00008500311f
238,982 123724743229,221.7,06-12-20,Kraatz,5dcc94d5803d00008500311f
239,982 123724743229,260.48,06-12-20,Kraatz,5dcc94d5803d00008500311f
240,982 123724743229,491.56,06-12-20,Kraatz,5dcc94d5803d00008500311f
241,982 123724743229,204.4,06-12-20,Kraatz,5dcc94d5803d00008500311f
242,982 123724743229,105.97,06-12-20,Kraatz,5dcc94d5803d00008500311f
243,982 123724743229,326.42,06-12-20,Kraatz,5dcc94d5803d00008500311f
244,982 123724743229,265.59,06-12-20,Kraatz,5dcc94d5803d00008500311f
245,982 123724743229,261.96,06-12-20,Kraatz,5dcc94d5803d00008500311f
246,982 123724743229,238.13,06-12-20,Kraatz,5dcc94d5803d00008500311f
247,982 123724743229,323.79,06-12-20,Kraatz,5dcc94d5803d00008500311f
248,982 123724743229,319.74,06-12-20,Kraatz,5dcc94d5803d00008500311f
249,982 123724743229,134.07,06-12-20,Kraatz,5dcc94d5803d00008500311f
250,982 123724743229,259.83,06-12-20,Kraatz,5dcc94d5803d00008500311f
251,982 123724743229,282.12,07-12-20,Kraatz,5dcc94d5803d00008500311f
252,982 123724743229,399.09,09-12-20,Kraatz,5dcc94d5803d00008500311f
253,982 123724743229,225.44,09-12-20,Kraatz,5dcc94d5803d00008500311f
254,982 123724743229,272.88,10-12-20,Kraatz,5dcc94d5803d00008500311f
255,982 123724743229,276.03,10-12-20,Kraatz,5dcc94d5803d00008500311f
256,982 123724743229,433.78,10-12-20,Kraatz,5dcc94d5803d00008500311f
257,982 123724743229,291.61,10-12-20,Kraatz,5dcc94d5803d00008500311f
258,982 123724743229,395.22,10-12-20,Kraatz,5dcc94d5803d00008500311f
259,982 123724743229,305.34,10-12-20,Kraatz,5dcc94d5803d00008500311f
260,982 123724743229,225,10-12-20,Kraatz,5dcc94d5803d00008500311f
261,982 123724743229,297.14,11-12-20,Kraatz,5dcc94d5803d00008500311f
262,982 123724743229,265.46,12-12-20,Kraatz,5dcc94d5803d00008500311f
263,982 123724743229,280.8,12-12-20,Kraatz,5dcc94d5803d00008500311f
264,982 123724743229,381.49,12-12-20,Kraatz,5dcc94d5803d00008500311f
265,982 123724743229,0,12-12-20,Kraatz,5dcc94d5803d00008500311f
266,982 123724743229,283.44,14-12-20,Kraatz,5dcc94d5803d00008500311f
267,982 123724743229,124.06,14-12-20,Kraatz,5dcc94d5803d00008500311f
268,982 123724743229,298.82,14-12-20,Kraatz,5dcc94d5803d00008500311f
269,982 123724743229,446.43,15-12-20,Kraatz,5dcc94d5803d00008500311f
270,982 123724743229,267.08,16-12-20,Kraatz,5dcc94d5803d00008500311f
271,982 123724743229,114.72,16-12-20,Kraatz,5dcc94d5803d00008500311f
272,982 123724743229,260.52,16-12-20,Kraatz,5dcc94d5803d00008500311f
273,982 123724743229,395.78,16-12-20,Kraatz,5dcc94d5803d00008500311f
274,982 123724743229,266.84,16-12-20,Kraatz,5dcc94d5803d00008500311f
275,982 123724743229,265.55,16-12-20,Kraatz,5dcc94d5803d00008500311f
276,982 123724743229,265.54,16-12-20,Kraatz,5dcc94d5803d00008500311f
277,982 123724743229,249.32,16-12-20,Kraatz,5dcc94d5803d00008500311f
278,982 123724743229,147.94,16-12-20,Kraatz,5dcc94d5803d00008500311f
279,982 123724743229,301.28,16-12-20,Kraatz,5dcc94d5803d00008500311f
280,982 123724743229,141.41,16-12-20,Kraatz,5dcc94d5803d00008500311f
281,982 123724743229,245.39,16-12-20,Kraatz,5dcc94d5803d00008500311f
282,982 123724743229,234.97,16-12-20,Kraatz,5dcc94d5803d00008500311f
283,982 123724743229,264.39,16-12-20,Kraatz,5dcc94d5803d00008500311f
284,982 123724743229,246.4,18-12-20,Kraatz,5dcc94d5803d00008500311f
285,982 123724743229,144.14,18-12-20,Kraatz,5dcc94d5803d00008500311f
286,982 123724743229,269.06,18-12-20,Kraatz,5dcc94d5803d00008500311f
287,982 123724743229,240.89,19-12-20,Kraatz,5dcc94d5803d00008500311f
288,982 123724743229,288.67,19-12-20,Kraatz,5dcc94d5803d00008500311f
289,982 123724743229,216.52,19-12-20,Kraatz,5dcc94d5803d00008500311f
290,982 123724743229,273.37,19-12-20,Kraatz,5dcc94d5803d00008500311f
291,982 123724743229,271.72,19-12-20,Kraatz,5dcc94d5803d00008500311f
292,982 123724743229,267.12,20-12-20,Kraatz,5dcc94d5803d00008500311f
293,982 123724743229,317.74,21-12-20,Kraatz,5dcc94d5803d00008500311f
294,982 123724743229,292.93,23-12-20,Kraatz,5dcc94d5803d00008500311f
295,982 123724743229,152.72,23-12-20,Kraatz,5dcc94d5803d00008500311f
296,982 123724743229,295.27,23-12-20,Kraatz,5dcc94d5803d00008500311f
297,982 123724743229,257.39,23-12-20,Kraatz,5dcc94d5803d00008500311f
298,982 123724743229,289.14,24-12-20,Kraatz,5dcc94d5803d00008500311f
299,982 123724743229,148.72,24-12-20,Kraatz,5dcc94d5803d00008500311f
300,982 123724743229,295.3,25-12-20,Kraatz,5dcc94d5803d00008500311f
301,982 123724743229,270.07,27-12-20,Kraatz,5dcc94d5803d00008500311f
302,982 123724743229,281.14,27-12-20,Kraatz,5dcc94d5803d00008500311f
303,982 123724743229,281.56,27-12-20,Kraatz,5dcc94d5803d00008500311f
304,982 123724743229,297.45,27-12-20,Kraatz,5dcc94d5803d00008500311f
305,982 123724743229,250.68,27-12-20,Kraatz,5dcc94d5803d00008500311f
306,982 123724743229,481.91,27-12-20,Kraatz,5dcc94d5803d00008500311f
307,982 123724743229,403.88,27-12-20,Kraatz,5dcc94d5803d00008500311f
308,982 123724743229,148.73,27-12-20,Kraatz,5dcc94d5803d00008500311f
309,982 123724743229,300.71,27-12-20,Kraatz,5dcc94d5803d00008500311f
310,982 123724743229,291.08,27-12-20,Kraatz,5dcc94d5803d00008500311f
311,982 123724743229,280.72,27-12-20,Kraatz,5dcc94d5803d00008500311f
312,982 123724743229,310.93,27-12-20,Kraatz,5dcc94d5803d00008500311f
313,982 123724743229,277.41,27-12-20,Kraatz,5dcc94d5803d00008500311f
314,982 123724743229,287.16,27-12-20,Kraatz,5dcc94d5803d00008500311f
315,982 123724743229,173.99,27-12-20,Kraatz,5dcc94d5803d00008500311f
316,982 123724743229,266.95,27-12-20,Kraatz,5dcc94d5803d00008500311f
317,982 123724743229,294.67,27-12-20,Kraatz,5dcc94d5803d00008500311f
318,982 123724743229,277.28,27-12-20,Kraatz,5dcc94d5803d00008500311f
319,982 123724743229,238.61,27-12-20,Kraatz,5dcc94d5803d00008500311f
320,982 123724743229,404.74,27-12-20,Kraatz,5dcc94d5803d00008500311f
321,982 123724743229,433.7,27-12-20,Kraatz,5dcc94d5803d00008500311f
322,982 123724743229,159.68,27-12-20,Kraatz,5dcc94d5803d00008500311f
323,982 123724743229,133.13,28-12-20,Kraatz,5dcc94d5803d00008500311f
324,982 123724743229,297.92,28-12-20,Kraatz,5dcc94d5803d00008500311f
325,982 123724743229,275.31,28-12-20,Kraatz,5dcc94d5803d00008500311f
326,982 123724743229,279.78,29-12-20,Kraatz,5dcc94d5803d00008500311f
327,982 123724743229,150.01,29-12-20,Kraatz,5dcc94d5803d00008500311f
328,982 123724743229,398.56,31-12-20,Kraatz,5dcc94d5803d00008500311f
329,982 123724743229,518.5,01-01-21,Kraatz,5dcc94d5803d00008500311f
330,982 123724743229,254.93,01-01-21,Kraatz,5dcc94d5803d00008500311f
331,982 123724743229,256.87,02-01-21,Kraatz,5dcc94d5803d00008500311f
332,982 123724743229,265.81,02-01-21,Kraatz,5dcc94d5803d00008500311f
333,982 123724743229,269.13,03-01-21,Kraatz,5dcc94d5803d00008500311f
334,982 123724743229,238.95,03-01-21,Kraatz,5dcc94d5803d00008500311f
335,982 123724743229,284.02,03-01-21,Kraatz,5dcc94d5803d00008500311f
336,982 123724743229,271.43,03-01-21,Kraatz,5dcc94d5803d00008500311f
337,982 123724743229,266.6,03-01-21,Kraatz,5dcc94d5803d00008500311f
338,982 123724743229,287.32,03-01-21,Kraatz,5dcc94d5803d00008500311f
339,982 123724743229,135.04,03-01-21,Kraatz,5dcc94d5803d00008500311f
340,982 123724743229,244.36,03-01-21,Kraatz,5dcc94d5803d00008500311f
341,982 123724743229,289.74,03-01-21,Kraatz,5dcc94d5803d00008500311f
342,982 123724743229,266.27,03-01-21,Kraatz,5dcc94d5803d00008500311f
343,982 123724743229,268.92,03-01-21,Kraatz,5dcc94d5803d00008500311f
344,982 123724743229,339.29,04-01-21,Kraatz,5dcc94d5803d00008500311f
345,982 123724743229,259.41,04-01-21,Kraatz,5dcc94d5803d00008500311f
346,982 123724743229,258.09,04-01-21,Kraatz,5dcc94d5803d00008500311f
347,982 123724743229,251.82,05-01-21,Kraatz,5dcc94d5803d00008500311f
348,982 123724743229,258.07,05-01-21,Kraatz,5dcc94d5803d00008500311f
349,982 123724743229,136.93,05-01-21,Kraatz,5dcc94d5803d00008500311f
350,982 123724743229,258.92,05-01-21,Kraatz,5dcc94d5803d00008500311f
351,982 123724743229,271.54,06-01-21,Kraatz,5dcc94d5803d00008500311f
352,982 123724743229,155.2,06-01-21,Kraatz,5dcc94d5803d00008500311f
353,982 123724743229,251.23,07-01-21,Kraatz,5dcc94d5803d00008500311f
354,982 123724743229,131.96,07-01-21,Kraatz,5dcc94d5803d00008500311f
